make,model,price,fuel,mileage,gear,registration,hp,owner,body,car_condition,seats,doors,consumption,emission,color,car_id,displacement,drive_type,link
BMW ,320,"€ 31.580,-1",Diesel,12.000 km,Automatik,01/2021,140 kW (190 PS),1.0,Limousine,Gebraucht,5.0,4.0,4 l/100 km (komb.),105 g/km (komb.),Schwarz,06142,1.995 cm³,Heck,https://www.autoscout24.de/angebote/bmw-320-320da-advantage-livecockpitplus-sound-kd-neu-diesel-schwarz-5b85dace-1fa6-4873-ad45-03929f4c66e3
BMW ,320,"€ 37.000,-",Diesel,23.500 km,Automatik,07/2021,140 kW (190 PS),2.0,Limousine,Gebraucht,5.0,4.0,,,Grau,,1.995 cm³,,https://www.autoscout24.de/angebote/bmw-320-320d-aut-m-sport-diesel-grau-d61b0c29-7c3b-4e54-abbc-e9af919019ab
BMW ,320,"€ 34.990,-1",Diesel,36.300 km,Automatik,10/2021,140 kW (190 PS),1.0,Kombi,Gebraucht,5.0,5.0,"4,5 l/100 km (komb.)",118 g/km (komb.),Grau,96913,1.995 cm³,Heck,https://www.autoscout24.de/angebote/bmw-320-d-sport-line-led-navi-komfort-shz-pdc-2x-leder-diesel-grau-af335c06-c5da-4ac7-bcbd-78e862a7e566
BMW ,320,"€ 32.800,-1",Diesel,37.100 km,Automatik,08/2021,140 kW (190 PS),1.0,Limousine,Gebraucht,5.0,4.0,4 l/100 km (komb.),105 g/km (komb.),Grau,5560-46,1.995 cm³,,https://www.autoscout24.de/angebote/bmw-320-d-sport-line-navi-virtual-pdc-alu-diesel-grau-accc5df6-99f5-4c52-aa0a-1ed2fc91c9ec
BMW ,320,"€ 31.888,-1",Diesel,8.372 km,Automatik,01/2021,140 kW (190 PS),1.0,Limousine,Gebraucht,5.0,4.0,,0 g/km (komb.),Schwarz,13741,1.995 cm³,Heck,https://www.autoscout24.de/angebote/bmw-320-320d-aut-advantage-diesel-schwarz-74cdd128-6ac6-4a62-9952-3df6714580db
BMW ,320,"€ 34.950,-1",Diesel,31.900 km,Automatik,06/2021,140 kW (190 PS),1.0,Kombi,Gebraucht,5.0,4.0,"4,7 l/100 km (komb.)",125 g/km (komb.),Schwarz,,1.995 cm³,Allrad,https://www.autoscout24.de/angebote/bmw-320-d-xdrive-aut-touring-led-live-cockpit-navi-diesel-schwarz-c4a106bc-80c3-4f3e-a47a-b10020cbf099
BMW ,320,"€ 34.690,-",Diesel,20.980 km,Automatik,10/2021,140 kW (190 PS),1.0,Limousine,Gebraucht,5.0,4.0,"4,6 l/100 km (komb.)",161 g/km (komb.),Schwarz,,1.995 cm³,Heck,https://www.autoscout24.de/angebote/bmw-320-adv-aut-live-cock-prof-sportsitze-diesel-schwarz-7cc695fa-d618-4e56-8a93-b061a53a6944
BMW ,320,"€ 34.690,-",Diesel,20.980 km,Automatik,10/2021,140 kW (190 PS),1.0,Limousine,Gebraucht,5.0,4.0,"4,6 l/100 km (komb.)",161 g/km (komb.),Schwarz,,1.995 cm³,Heck,https://www.autoscout24.de/angebote/bmw-320-adv-aut-live-cock-prof-sportsitze-diesel-schwarz-b71140bc-7362-460f-bf17-5ae7f271c3ed
BMW ,320,"€ 29.950,-1",Diesel,49.780 km,Automatik,06/2021,140 kW (190 PS),1.0,Kombi,Gebraucht,5.0,4.0,"4,5 l/100 km (komb.)",117 g/km (komb.),Weiß,K L39145,1.995 cm³,Allrad,https://www.autoscout24.de/angebote/bmw-320-d-touring-xdrive-advantage-led-live-cockpit-diesel-weiss-ad31cda1-13c2-4de4-a393-ae9cd7483ef8
BMW ,320,"€ 34.950,-1",Diesel,61.677 km,Automatik,05/2021,140 kW (190 PS),1.0,Limousine,Gebraucht,5.0,4.0,4 l/100 km (komb.),105 g/km (komb.),Schwarz,461056,1.995 cm³,,https://www.autoscout24.de/angebote/bmw-320-m-sport-cockpprof-acc-dab-kam-led-nav-vleder-diesel-schwarz-c28aecbe-1571-4006-9e73-27d37973b309
BMW ,320,"€ 38.500,-",Diesel,43.400 km,Automatik,01/2021,140 kW (190 PS),2.0,Kombi,Gebraucht,5.0,4.0,"4,5 l/100 km (komb.)",117 g/km (komb.),Blau,30230997,1.995 cm³,Allrad,https://www.autoscout24.de/angebote/bmw-320-320-d-mild-hybrid-xdrive-m-sport-pano-sposi-36-diesel-blau-21acf005-5c7e-43d7-b6e8-e74f7ba72c75
BMW ,320,"€ 33.980,-1",Diesel,79.988 km,Automatik,03/2021,140 kW (190 PS),1.0,Kombi,Gebraucht,5.0,4.0,"4,5 l/100 km (komb.)",117 g/km (komb.),Grau,236,1.995 cm³,Allrad,https://www.autoscout24.de/angebote/bmw-320-d-xd-m-sport-headup-kamera-livecp-dab-alcant-diesel-grau-eb6a8832-fd26-4be9-80be-55a8129eb7a2
BMW ,320,"€ 45.790,-",Diesel,14.700 km,Automatik,11/2021,140 kW (190 PS),1.0,Kombi,Gebraucht,5.0,5.0,"4,1 l/100 km (komb.)",109 g/km (komb.),Weiß,,1.995 cm³,Heck,https://www.autoscout24.de/angebote/bmw-320-320d-aut-touring-m-sport-vollausst-ahk-garantie-diesel-weiss-22ca1571-b48f-42a7-b641-5f9388d25859
BMW ,320,"€ 30.990,-1",Diesel,120.762 km,Automatik,02/2021,140 kW (190 PS),,Kombi,Gebraucht,5.0,4.0,"4,5 l/100 km (komb.)",117 g/km (komb.),Schwarz,,1.995 cm³,Allrad,https://www.autoscout24.de/angebote/bmw-320-d-touring-xdrive-m-sport-acc-led-diesel-schwarz-2fa3001c-7de6-45ad-a635-5135b03f5d8a
BMW ,320,"€ 35.490,-1",Diesel,25.440 km,Automatik,11/2021,140 kW (190 PS),1.0,Kombi,Gebraucht,5.0,4.0,"4,5 l/100 km (komb.)",118 g/km (komb.),Schwarz,53PH-L70608,1.995 cm³,,https://www.autoscout24.de/angebote/bmw-320-d-aut-sport-line-live-cockpit-kamera-led-hifi-diesel-schwarz-859b7de3-c630-4b89-8e11-6a8565d9b84a
BMW ,320,"€ 35.490,-1",Diesel,29.000 km,Automatik,11/2021,140 kW (190 PS),1.0,Kombi,Gebraucht,5.0,4.0,"4,5 l/100 km (komb.)",118 g/km (komb.),Schwarz,35PH-L76158,1.995 cm³,,https://www.autoscout24.de/angebote/bmw-320-d-touring-sport-line-aut-led-acc-ahk-kamera-diesel-schwarz-d1bc2c45-0d4c-454a-a969-e81e74c1aaf6
BMW ,320,"€ 36.490,-1",Diesel,14.092 km,Automatik,09/2021,140 kW (190 PS),1.0,Kombi,Gebraucht,5.0,4.0,"4,5 l/100 km (komb.)",118 g/km (komb.),Schwarz,120-L75681,1.995 cm³,,https://www.autoscout24.de/angebote/bmw-320-d-aut-sport-line-kamera-hifi-led-ahk-wlan-diesel-schwarz-430fb324-c991-49a8-b70c-b26ef3377e7d
BMW ,320,"€ 33.990,-1",Diesel,63.216 km,Automatik,05/2021,140 kW (190 PS),,Kombi,Gebraucht,5.0,5.0,"4,7 l/100 km (komb.)",0 g/km (komb.),Blau,0032C,1.995 cm³,Allrad,https://www.autoscout24.de/angebote/bmw-320-320d-xdrive-advantage-led-ahk-allrad-navi-hybrid-diesel-blau-aedd8984-8b9a-486c-b248-da9c71bfc11c
BMW ,320,"€ 37.890,-1",Diesel,39.000 km,Automatik,03/2021,140 kW (190 PS),1.0,Limousine,Gebraucht,5.0,4.0,4 l/100 km (komb.),105 g/km (komb.),Weiß,,1.995 cm³,,https://www.autoscout24.de/angebote/bmw-320-d-m-sport-lim-head-up-automatik-navi-diesel-weiss-582f9179-7c00-4f06-b89b-d5bd8fc6bd2d
BMW ,320,"€ 30.990,-1",Diesel,64.900 km,Automatik,02/2021,140 kW (190 PS),,Kombi,Gebraucht,5.0,4.0,,,Schwarz,95,1.995 cm³,,https://www.autoscout24.de/angebote/bmw-320-d-touring-lcprof-hifi-kz-rfk-led-acc-sitzh-3z-diesel-schwarz-46581917-ef82-414d-baf9-3b74713f1e55
BMW ,320,"€ 36.999,-",Diesel,48.000 km,Automatik,02/2021,140 kW (190 PS),2.0,Kombi,Gebraucht,5.0,5.0,"4,5 l/100 km (komb.)",117 g/km (komb.),Schwarz,,1.995 cm³,Allrad,https://www.autoscout24.de/angebote/bmw-320-d-xdrive-m-sport-touring-g21-diesel-schwarz-143330f9-f780-4b50-aabe-331903915c4e
BMW ,320,"€ 34.990,-1",Diesel,61.400 km,Automatik,05/2021,140 kW (190 PS),1.0,Limousine,Gebraucht,5.0,4.0,4 l/100 km (komb.),105 g/km (komb.),Schwarz,5003640,1.995 cm³,Heck,https://www.autoscout24.de/angebote/bmw-320-d-m-sport-android-auto-navi-acc-leder-led-diesel-schwarz-18421f2c-5d90-492c-8f8a-f22d42d46502
BMW ,320,"€ 36.840,-1",Diesel,32.181 km,Automatik,06/2021,140 kW (190 PS),1.0,Limousine,Gebraucht,5.0,4.0,,,Schwarz,5569567,1.995 cm³,Heck,https://www.autoscout24.de/angebote/bmw-320-d-m-sport-automatik-navi-leder-tempom-aktiv-blueto-diesel-schwarz-fd3b0bc3-560a-4c4c-a1bc-71aab892ed35
BMW ,320,"€ 30.990,-1",Diesel,75.561 km,Automatik,06/2021,140 kW (190 PS),1.0,Kombi,Gebraucht,5.0,4.0,"4,5 l/100 km (komb.)",117 g/km (komb.),Blau,29,1.995 cm³,Allrad,https://www.autoscout24.de/angebote/bmw-320-d-t-xdrive-advantage-automatik-navi-prof-ahk-diesel-blau-52e9cd03-13fa-4033-8b73-d100b9dd86ab
BMW ,320,"€ 31.660,-1",Diesel,39.988 km,Automatik,03/2021,140 kW (190 PS),1.0,Kombi,Gebraucht,5.0,4.0,"4,5 l/100 km (komb.)",117 g/km (komb.),Blau,193,1.995 cm³,Allrad,https://www.autoscout24.de/angebote/bmw-320-d-xdrive-dab-hifi-360-led-navi-livecp-uv61t-diesel-blau-343725a1-db89-4348-b7fc-0321344eb08d
Volkswagen ,Tiguan,"€ 44.939,-1",Diesel,16.506 km,Automatik,06/2021,147 kW (200 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"5,3 l/100 km (komb.)",140 g/km (komb.),Blau,W075893,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/volkswagen-tiguan-2-0-tdi-dsg-4motion-r-line-diesel-blau-2204e9ba-2f01-4a45-b1db-5ccc127c93d3
Volkswagen ,Tiguan,"€ 35.990,-1",Diesel,63.900 km,Automatik,02/2021,147 kW (200 PS),2.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"5,4 l/100 km (komb.)",142 g/km (komb.),Grau,151,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/volkswagen-tiguan-2-0-tdi-dsg-elegance-4motion-matrix-diesel-grau-f1635d3c-80a0-46bc-9232-28f484bfca6c
Volkswagen ,Tiguan,"€ 28.900,-1",Diesel,52.590 km,Schaltgetriebe,04/2021,90 kW (122 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"4,5 l/100 km (komb.)",119 g/km (komb.),Silber,4,1.968 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-tiguan-2-0-tdi-life-diesel-silber-a3e758d1-da80-4537-9d30-64c4487c41c0
Volkswagen ,Tiguan,"€ 42.890,-1",Diesel,8.890 km,Automatik,02/2021,110 kW (150 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"4,5 l/100 km (komb.)",119 g/km (komb.),Grau,W035707,1.968 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-tiguan-2-0-tdi-dsg-navi-matrix-standh-elegance-diesel-grau-947be84c-376e-4c79-90c7-6985091692ff
Volkswagen ,Tiguan,"€ 28.840,-1",Diesel,20.500 km,Schaltgetriebe,03/2021,90 kW (122 PS),2.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,,,Schwarz,17312,1.968 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-tiguan-2-0-tdi-united-led-matrix-navi-rueckfa-diesel-schwarz-8f40b9c9-8899-4089-b2ab-2b243bb74683
Volkswagen ,Tiguan,"€ 31.949,-1",Diesel,13.599 km,Schaltgetriebe,06/2021,90 kW (122 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,,,Grau,KA-29719,1.968 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-tiguan-active-2-0-tdi-fahrass-navi-ahk-eklappe-parkassi-diesel-grau-92b46763-4bb5-483a-a6af-b254b5094b6a
Volkswagen ,Tiguan,"€ 426,- mtl.",Diesel,18.806 km,Automatik,04/2021,110 kW (150 PS),,SUV/Geländewagen/Pickup,Jahreswagen,,4.0,"4,5 l/100 km (komb.)",119 g/km (komb.),Schwarz,MW066495-GW,1.968 cm³,,https://www.autoscout24.de/angebote/volkswagen-tiguan-2-0-tdi-dsg-united-ahk-navi-led-diesel-schwarz-812df07b-73b2-4df7-9311-75a3f6c83045
Volkswagen ,Tiguan,"€ 32.500,-1",Diesel,13.800 km,Schaltgetriebe,08/2021,90 kW (122 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"4,5 l/100 km (komb.)",119 g/km (komb.),Silber,54,1.968 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-tiguan-2-0-tdi-life-diesel-silber-2cacfe56-e045-4f7b-8295-98c59ea0f272
Volkswagen ,Tiguan,"€ 45.887,-1",Diesel,22.282 km,Automatik,03/2021,147 kW (200 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"5,3 l/100 km (komb.)",139 g/km (komb.),Blau,061498-001,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/volkswagen-tiguan-2-0tdi-dsg-4x4-r-line-ledmatrix-ahk-sthzg-navi-diesel-blau-9c7319eb-b95a-4b6f-8c6a-c1d8cab6d36b
Volkswagen ,Tiguan,"€ 35.990,-1",Diesel,21.500 km,Automatik,01/2021,110 kW (150 PS),2.0,SUV/Geländewagen/Pickup,Vorführfahrzeug,5.0,5.0,"4,7 l/100 km (komb.)",124 g/km (komb.),Grau,1431,1.968 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-tiguan-elegance-2-0-tdi-7-gang-dsg-led-navi-ahk-sthz-diesel-grau-0b8ba57a-4240-4ba1-b677-9fe348fcf014
Volkswagen ,Tiguan,"€ 357,- mtl.",Diesel,26.420 km,Schaltgetriebe,06/2021,110 kW (150 PS),,SUV/Geländewagen/Pickup,Jahreswagen,,4.0,"4,7 l/100 km (komb.)",125 g/km (komb.),Blau,GWZ60254,1.968 cm³,,https://www.autoscout24.de/angebote/volkswagen-tiguan-2-0-tdi-active-einparkhilfe-navi-panoramadach-leic-diesel-blau-e2a1bb57-39c1-4528-9a91-3d5c6bff33ca
Volkswagen ,Tiguan,"€ 49.980,-1",Diesel,10.500 km,Automatik,02/2021,147 kW (200 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"5,4 l/100 km (komb.)",142 g/km (komb.),Weiß,75027,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/volkswagen-tiguan-r-line-2-0-tdi-dsg-4motion-led-standhzg-a-diesel-weiss-ac7cd4c0-1f75-4cb2-8366-1cdbce8ac307
Volkswagen ,Tiguan,"€ 43.960,-1",Diesel,27.172 km,Automatik,03/2021,110 kW (150 PS),1.0,SUV/Geländewagen/Pickup,Vorführfahrzeug,5.0,5.0,"5,1 l/100 km (komb.)",135 g/km (komb.),Grau,HVF7475,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/volkswagen-tiguan-2-0-tdi-elegance-4motion-dsg-diesel-grau-8477525d-7d98-49bd-aeb7-fa62c125fc6e
Volkswagen ,Tiguan,"€ 31.320,-1",Diesel,27.615 km,Schaltgetriebe,03/2021,110 kW (150 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,,,Blau,MW056799-GW,1.968 cm³,,https://www.autoscout24.de/angebote/volkswagen-tiguan-2-0-tdi-united-navi-ahk-led-acc-diesel-blau-bfc373a8-af77-4506-87e2-5dc64c897066
Volkswagen ,Tiguan,"€ 42.930,-",Diesel,26.500 km,Automatik,12/2021,147 kW (200 PS),2.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,,,Weiß,174229,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/volkswagen-tiguan-2-0-tdi-4m-dsg-r-line-5jg-iq-nav-acc-ahk-diesel-weiss-d66ea167-543c-4347-a4b1-6102c987d8d1
Volkswagen ,Tiguan,"€ 36.650,-1",Diesel,15.962 km,Automatik,06/2021,110 kW (150 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"4,6 l/100 km (komb.)",124 g/km (komb.),Grau,W562733,1.968 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-tiguan-2-0-tdi-dsg-active-ahk-stand-matrix-h-k-diesel-grau-3491b626-408f-46ec-a107-0d3de886bff6
Volkswagen ,Tiguan,"€ 51.950,-1",Diesel,17.129 km,Automatik,01/2021,147 kW (200 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"5,3 l/100 km (komb.)",140 g/km (komb.),Schwarz,WVGZZZ5NZMM009392//1-503,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/volkswagen-tiguan-tiguan-allspace2xr-line-dcc-360-ahk-sthz-7sitz-diesel-schwarz-71a7d0cb-0aa9-4ad8-a80a-f8e641eb2dfe
Volkswagen ,Tiguan,"€ 42.440,-1",Diesel,13.958 km,Automatik,07/2021,147 kW (200 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"5,2 l/100 km (komb.)",137 g/km (komb.),Grau,11832,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/volkswagen-tiguan-2-0-tdi-dsg-4m-elegance-ahk-pano-diesel-grau-eeb3c436-97e6-4099-b3d1-28d3fab3bd30
Volkswagen ,Tiguan,"€ 37.970,-1",Diesel,15.264 km,Automatik,11/2021,110 kW (150 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,0 l/100 km (komb.),0 g/km (komb.),Silber,R3324/1,1.968 cm³,Front,https://www.autoscout24.de/angebote/volkswagen-tiguan-2-0-tdi-dsg-active-sh-bt-navi-17-led-klima-diesel-silber-1933edc5-ebf4-4db2-83ce-ab811c3c4594
Audi ,Q3,"€ 38.550,-1",Diesel,14.071 km,Automatik,03/2021,110 kW (150 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"4,5 l/100 km (komb.)",119 g/km (komb.),,22873,1.968 cm³,,https://www.autoscout24.de/angebote/audi-q3-advanced-35-tdi-led-sitzhzg-app-connect-eph-diesel-16b4ccda-ab92-48fc-88f3-3b615f4a02b0
Audi ,Q3,"€ 44.890,-1",Diesel,12.441 km,Automatik,09/2021,147 kW (200 PS),,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,,,Blau,N1018644-GW,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/audi-q3-40-tdi-quattro-s-tronic-advanced-navi-led-diesel-blau-032d5b6b-cdaf-4375-9075-f425da00bdd7
Audi ,Q3,"€ 36.940,-1",Diesel,19.970 km,Automatik,05/2021,110 kW (150 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,4.0,"4,5 l/100 km (komb.)",144 g/km (komb.),Blau,17949,1.968 cm³,Front,https://www.autoscout24.de/angebote/audi-q3-s-line-35-tdi-s-tr-ahk-led-virtc-nav-04-26ga-diesel-blau-b33cea3c-f937-4f1c-aa45-8142b0ca7aed
Audi ,Q3,"€ 41.799,-",Diesel,18.650 km,Automatik,02/2021,147 kW (200 PS),2.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,,,Weiß,00026,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/audi-q3-40-tdi-quattro-s-tronic-advanc-matrix-standh-diesel-weiss-e91232a4-1d0e-4bad-af29-8b5e9698cfae
Audi ,Q3,"€ 49.990,-",Diesel,26.000 km,Automatik,11/2021,147 kW (200 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"5,1 l/100 km (komb.)",135 g/km (komb.),Grau,,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/audi-q3-40-tdi-quattro-s-tronic-s-line-diesel-grau-30705b74-b2f9-4a9b-9208-16136137032a
Audi ,Q3,"€ 37.499,-",Diesel,2.600 km,Automatik,05/2021,110 kW (150 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,4.0,"4,5 l/100 km (komb.)",118 g/km (komb.),Schwarz,29341,1.968 cm³,Front,https://www.autoscout24.de/angebote/audi-q3-35-tdi-basis-s-tronic-ambiente-virtualcockpit-s-diesel-schwarz-3404c7ff-8c62-4884-b645-40568175cffd
Audi ,Q3,"€ 39.980,-",Diesel,24.715 km,Automatik,06/2021,110 kW (150 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,4.0,"4,8 l/100 km (komb.)",128 g/km (komb.),Blau,01135635,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/audi-q3-35-tdi-quattro-s-tronic-s-line-dab-led-rfk-diesel-blau-11d09db8-04dc-453f-9c19-c4cb05615dc4
Audi ,Q3,"€ 43.499,-",Diesel,10.000 km,Automatik,02/2021,110 kW (150 PS),,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"4,5 l/100 km (komb.)",118 g/km (komb.),Schwarz,WAUZZZF32M1077372,1.968 cm³,Front,https://www.autoscout24.de/angebote/audi-q3-35-tdi-s-line-virtual-cam-keyless-led-pano-dab-18-diesel-schwarz-e7b4a7c2-dc01-4674-8224-a97b8f0e7569
Audi ,Q3,"€ 38.900,-",Diesel,30.000 km,Automatik,01/2021,110 kW (150 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"4,9 l/100 km (komb.)",128 g/km (komb.),Schwarz,,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/audi-q3-35-tdi-quattro-s-tronic-diesel-schwarz-74cecea0-8c0b-4e0d-9511-cb021fd51dcb
Audi ,Q3,"€ 42.400,-",Diesel,21.400 km,Automatik,03/2021,147 kW (200 PS),2.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"5,1 l/100 km (komb.)",135 g/km (komb.),Grau,,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/audi-q3-40-tdi-quattro-s-tronic-advanced-diesel-grau-eb2aad2b-92ac-42f6-8fcc-a42470600536
Audi ,Q3,"€ 46.000,-",Diesel,25.000 km,Automatik,03/2021,147 kW (200 PS),2.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,,,Grau,,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/audi-q3-advanced-40-tdi-quattro-s-tronic-matrix-sthz-ahk-diesel-grau-425ea21f-ff02-473c-84d1-a66dbc4f38d3
Audi ,Q3,"€ 40.800,-1",Diesel,19.550 km,Automatik,10/2021,110 kW (150 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"4,8 l/100 km (komb.)",128 g/km (komb.),Schwarz,59573,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/audi-q3-s-line-35-tdi-qu-s-tr-navi-pdc-rfk-led-diesel-schwarz-f3862831-1fc3-454f-9be4-a453572da340
Audi ,Q3,"€ 39.950,-1",Diesel,34.500 km,Automatik,02/2021,110 kW (150 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,4.0,"5,6 l/100 km (komb.)",129 g/km (komb.),Grau,L1100606,1.968 cm³,Front,https://www.autoscout24.de/angebote/audi-q3-sportback-35-tdi-nav-led-afa-pdc-shz-klimaa-diesel-grau-516837e7-bc72-434a-aaad-109e6ae3411a
Audi ,Q3,"€ 46.900,-",Diesel,41.000 km,Automatik,03/2021,110 kW (150 PS),1.0,Limousine,Gebraucht,,,,,Weiß,,,,https://www.autoscout24.de/angebote/audi-q3-sportback-35-tdi-quattro-s-line-s-tronic-led-pdc-diesel-weiss-7f513112-bece-48d5-8bbb-462350242763
Audi ,Q3,"€ 41.888,-1",Diesel,28.250 km,Automatik,03/2021,110 kW (150 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,,,Schwarz,00060,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/audi-q3-35-tdi-quattro-s-tronic-s-line-ahk-led-dab-sc-diesel-schwarz-6826fb6f-5d01-4aa6-bf2a-0dd9be7c6007
Audi ,Q3,"€ 41.230,-1",Diesel,19.000 km,Automatik,02/2021,147 kW (200 PS),2.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,,,Blau,5663_SF,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/audi-q3-40-tdi-qu-advanced-matrix-navi-ahk-stdhzg-diesel-blau-3d95d038-c0ba-4b56-ad55-9ca70730e5f6
Audi ,Q3,"€ 42.999,-1",Diesel,9.100 km,Automatik,10/2021,147 kW (200 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,4.0,,,Blau,684366251049,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/audi-q3-40-tdi-s-tronic-quattro-advanced-navi-klima-lm-diesel-blau-ca9eed06-791e-47d0-9cb5-83923c864e25
Audi ,Q3,"€ 48.600,-",Diesel,7.500 km,Automatik,03/2021,147 kW (200 PS),,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"5,1 l/100 km (komb.)",135 g/km (komb.),Grau,,1.968 cm³,Allrad,https://www.autoscout24.de/angebote/audi-q3-40-tdi-quattro-s-tronic-advanced-diesel-grau-ae4fe791-71a4-476e-a2d7-c3d4186ea048
Audi ,Q3,"€ 34.880,-1",Diesel,22.660 km,Schaltgetriebe,03/2021,110 kW (150 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"4,6 l/100 km (komb.)",134 g/km (komb.),Weiß,18398,1.968 cm³,Front,https://www.autoscout24.de/angebote/audi-q3-35-tdi-led-virtc-nav-el-heckklappe-02-26gar-diesel-weiss-94efab5e-7cdd-4582-b0a6-9f44722e9a31
BMW ,X1,"€ 40.800,-1",Diesel,7.700 km,Automatik,05/2021,140 kW (190 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"4,8 l/100 km (komb.)",130 g/km (komb.),Silber,025700,1.995 cm³,Front,https://www.autoscout24.de/angebote/bmw-x1-sdrive20d-x-line-xline-led-dab-ahk-keyless-pano-diesel-silber-6a242e09-82b3-4803-91ae-ede8cf1ec52d
BMW ,X1,"€ 31.950,-1",Diesel,66.984 km,Automatik,04/2021,140 kW (190 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,,,Grau,95_1333,1.995 cm³,Allrad,https://www.autoscout24.de/angebote/bmw-x1-xdrive20d-aut-advantage-ahk-navi-led-acc-rfk-uvm-diesel-grau-3ae9b410-4c78-4ada-b1fb-dbe3ac669128
BMW ,X1,"€ 22.940,-1",Diesel,91.058 km,Schaltgetriebe,01/2021,110 kW (150 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,5.0,"4,6 l/100 km (komb.)",122 g/km (komb.),Weiß,35000250,1.995 cm³,Front,https://www.autoscout24.de/angebote/bmw-x1-sdrive18d-advantage-diesel-weiss-7a137a9b-be63-44ee-80d5-46222f4e8846
BMW ,X1,"€ 30.290,-1",Diesel,23.200 km,Automatik,10/2021,110 kW (150 PS),1.0,SUV/Geländewagen/Pickup,Gebraucht,5.0,4.0,,,Schwarz,74,1.995 cm³,Allrad,https://www.autoscout24.de/angebote/bmw-x1-18d-xdrive-navi-led-pdc-tempomat-2-zklima-shz-diesel-schwarz-a24ba68d-6fc5-4eb6-b471-00e13bba6f6e
